Timestamp,"OA Monitor - A1 - Temperature (°C)","OA Monitor - A2 - Temperature (°C)","OA Monitor - B1 - Temperature (°C)","OA Monitor - B2 - Temperature (°C)","OA Monitor - C1 - Temperature (°C)","OA Monitor - C2 - Temperature (°C)","OA Monitor - D1 - Temperature (°C)","OA Monitor - D2 - Temperature (°C)"
"2017-12-01 11:35:17",13.93,14.18," "," ",14.03,14.81," "," "
"2017-12-01 12:35:21",13.87,14.12," "," ",13.91,14.62," "," "
"2017-12-01 13:35:24",13.87,14.18," "," ",13.97,14.75," "," "
"2017-12-01 14:35:28",13.81,14.06," "," ",13.85,14.62," "," "
"2017-12-01 14:48:41",13.87,14.12," "," ",13.91,14.68," "," "
"2017-12-01 15:48:45",13.87,14.12," "," ",13.85,14.56," "," "
"2017-12-01 16:06:47",13.87,14.18," "," ",13.97,14.68," "," "
"2017-12-01 17:06:51",13.62,14.06," "," ",13.78,14.62," "," "
"2017-12-01 18:06:55",13.68,14," "," ",13.78,14.43," "," "
"2017-12-01 18:49:46",13.75,14.12," "," ",13.85,14.43," "," "
"2017-12-01 19:05:07",13.87,14.18," "," ",13.91,14.5," "," "
"2017-12-01 19:06:07",13.87,14.18," "," ",13.91,14.5," "," "
"2017-12-01 19:29:14",13.93,14.25," "," ",13.97,14.56," "," "
"2017-12-01 20:29:18",13.93,14.37," "," ",14.1,14.81," "," "
"2017-12-01 21:29:21",13.68,14.12," "," ",13.78,14.43," "," "
"2017-12-01 22:29:25",13.12,13.75," "," ",13.53,14.31," "," "
"2017-12-01 22:45:46",13.12,13.68," "," ",13.47,14.18," "," "
"2017-12-01 22:50:51",13.12,13.62," "," ",13.41,14.18," "," "
"2017-12-01 23:34:50",13.43,13.87," "," ",13.6,14.37," "," "
"2017-12-02 00:26:11",13.87,14.18," "," ",13.91,14.43," "," "
"2017-12-02 01:26:14",14,14.25," "," ",14.03,14.68," "," "
"2017-12-02 01:45:01",14,14.18," "," ",13.91,14.5," "," "
"2017-12-02 02:45:05",14.06,14.31," "," ",14.03,14.68," "," "
"2017-12-02 03:45:08",14.06,14.25," "," ",14.03,14.68," "," "
"2017-12-02 03:49:54",14.06,14.25," "," ",14.03,14.75," "," "
"2017-12-02 03:52:19",14.06,14.31," "," ",14.03,14.81," "," "
"2017-12-02 04:29:10",14.06,14.31," "," ",14.03,14.75," "," "
"2017-12-02 04:31:59",14.06,14.31," "," ",14.03,14.75," "," "
"2017-12-02 05:19:10",14.12,14.31," "," ",14.03,14.81," "," "
"2017-12-02 05:21:28",14.12,14.31," "," ",14.03,14.81," "," "
"2017-12-02 05:37:01",14.06,14.25," "," ",13.97,14.62," "," "
"2017-12-02 06:37:05",14.12,14.37," "," ",14.1,14.81," "," "
"2017-12-02 07:37:08",14.06,14.25," "," ",13.97,14.68," "," "
"2017-12-02 08:33:08",14.12,14.31," "," ",14.1,14.81," "," "
"2017-12-02 08:38:23",14.06,14.31," "," ",14.03,14.81," "," "
"2017-12-02 09:38:26",14,14.25," "," ",14.03,14.75," "," "
"2017-12-02 09:52:42",14.06,14.31," "," ",14.1,14.87," "," "
"2017-12-02 10:52:46",14,14.25," "," ",13.97,14.68," "," "
"2017-12-02 11:52:49",14.12,14.31," "," ",14.1,14.87," "," "
"2017-12-02 12:52:53",14.06,14.31," "," ",13.97,14.75," "," "
"2017-12-02 13:52:56",14.12,14.37," "," ",14.1,14.87," "," "
"2017-12-02 14:53:00",14.06,14.31," "," ",14.03,14.75," "," "
"2017-12-02 15:53:04",14.12,14.37," "," ",14.1,14.93," "," "
"2017-12-02 16:53:07",14.06,14.31," "," ",14.03,14.75," "," "
"2017-12-02 17:53:10",14.12,14.37," "," ",14.1,14.87," "," "
"2017-12-02 18:53:14",14.12,14.37," "," ",14.03,14.75," "," "
"2017-12-02 19:53:18",13.18,13.81," "," ",13.66,14.56," "," "
"2017-12-02 20:53:22",13.62,14," "," ",13.72,14.5," "," "
"2017-12-02 21:53:25",13.93,14.25," "," ",13.97,14.68," "," "
"2017-12-02 22:53:28",13.93,14.25," "," ",13.97,14.68," "," "
"2017-12-02 23:53:32",14,14.25," "," ",13.91,14.62," "," "
"2017-12-03 00:53:36",14,14.31," "," ",13.97,14.68," "," "
"2017-12-03 01:53:39",13.93,14.25," "," ",13.91,14.56," "," "
"2017-12-03 02:53:43",14,14.25," "," ",13.91,14.68," "," "
"2017-12-03 03:53:46",13.93,14.25," "," ",13.91,14.68," "," "
"2017-12-03 04:53:50",13.87,14.25," "," ",13.91,14.62," "," "
"2017-12-03 05:53:54",13.93,14.25," "," ",13.97,14.68," "," "
"2017-12-03 06:53:57",13.87,14.18," "," ",13.91,14.62," "," "
"2017-12-03 07:54:01",13.87,14.25," "," ",13.85,14.62," "," "
"2017-12-03 08:54:04",13.87,14.18," "," ",13.97,14.68," "," "
"2017-12-03 09:54:07",13.87,14.18," "," ",13.85,14.56," "," "
"2017-12-03 10:54:11",13.87,14.25," "," ",13.91,14.68," "," "
"2017-12-03 11:54:15",13.87,14.18," "," ",13.91,14.68," "," "
"2017-12-03 12:54:18",13.81,14.18," "," ",13.85,14.56," "," "
"2017-12-03 13:54:22",13.81,14.18," "," ",13.91,14.68," "," "
"2017-12-03 14:54:26",13.75,14.12," "," ",13.78,14.56," "," "
"2017-12-03 15:54:28",13.75,14.12," "," ",13.85,14.68," "," "
"2017-12-03 16:54:32",13.75,14.12," "," ",13.85,14.62," "," "
"2017-12-03 17:54:36",13.87,14.18," "," ",13.85,14.62," "," "
"2017-12-03 18:54:40",13.93,14.18," "," ",13.91,14.68," "," "
"2017-12-03 19:54:43",13.93,14.25," "," ",13.85,14.56," "," "
"2017-12-03 20:54:46",14,14.31," "," ",13.97,14.68," "," "
"2017-12-03 21:54:50",14,14.31," "," ",13.91,14.62," "," "
"2017-12-03 22:54:53",14,14.31," "," ",13.91,14.62," "," "
"2017-12-03 23:54:57",14,14.31," "," ",13.97,14.68," "," "
"2017-12-04 00:55:01",13.93,14.25," "," ",13.91,14.56," "," "
"2017-12-04 01:55:04",13.87,14.25," "," ",13.91,14.68," "," "
"2017-12-04 02:55:08",13.81,14.18," "," ",13.91,14.62," "," "
"2017-12-04 03:55:12",13.81,14.18," "," ",13.78,14.56," "," "
"2017-12-04 04:55:15",13.75,14.12," "," ",13.78,14.62," "," "
"2017-12-04 05:55:18",13.68,14.06," "," ",13.72,14.56," "," "
"2017-12-04 06:55:22",13.62,14.06," "," ",13.72,14.62," "," "
"2017-12-04 07:55:26",13.62,14," "," ",13.72,14.56," "," "
"2017-12-04 08:55:29",13.68,14.06," "," ",13.72,14.56," "," "
"2017-12-04 09:55:32",13.56,14," "," ",13.72,14.56," "," "
"2017-12-04 10:55:36",13.5,14," "," ",13.66,14.5," "," "
"2017-12-04 11:55:40",13.56,14," "," ",13.72,14.56," "," "
"2017-12-04 12:55:43",13.56,14," "," ",13.66,14.5," "," "
"2017-12-04 13:55:47",13.62,14," "," ",13.78,14.62," "," "
"2017-12-04 14:55:50",13.56,14," "," ",13.66,14.5," "," "
"2017-12-04 15:55:54",13.56,14," "," ",13.72,14.56," "," "
"2017-12-04 16:55:58",13.5,13.93," "," ",13.66,14.5," "," "
"2017-12-04 17:18:09",13.25,13.81," "," ",13.6,14.5," "," "
"2017-12-04 18:18:13",11,12.31," "," ",12.28,13.5," "," "
"2017-12-04 19:18:16",10.87,12," "," ",12.03,13.12," "," "
"2017-12-04 20:18:19",11.37,12.5," "," ",12.28,13.5," "," "
"2017-12-04 21:18:23",12.43,13.06," "," ",12.85,13.75," "," "
"2017-12-04 22:18:27",12.43,13.37," "," ",13.1,14.18," "," "
"2017-12-04 23:18:30",11.25,12.5," "," ",12.28,13.5," "," "
"2017-12-05 00:18:33",12.87,13.18," "," ",13.03,13.75," "," "
"2017-12-05 01:18:38",13.56,13.81," "," ",13.6,14.37," "," "
"2017-12-05 02:18:41",13.68,13.87," "," ",13.6,14.37," "," "
"2017-12-05 03:18:45",13.68,13.93," "," ",13.66,14.5," "," "
"2017-12-05 04:18:48",13.68,14," "," ",13.78,14.62," "," "
"2017-12-05 05:18:51",13.68,13.93," "," ",13.78,14.56," "," "
"2017-12-05 06:18:54",13.75,14," "," ",13.78,14.62," "," "
"2017-12-05 07:18:59",13.68,14," "," ",13.78,14.68," "," "
"2017-12-05 08:19:02",13.68,13.93," "," ",13.72,14.62," "," "
"2017-12-05 09:19:05",13.68,14," "," ",13.78,14.75," "," "
"2017-12-05 09:32:26",13.62,14," "," ",13.72,14.62," "," "
"2017-12-05 10:32:30",13.75,14," "," ",13.78,14.75," "," "
"2017-12-05 11:32:33",13.68,14," "," ",13.72,14.62," "," "
"2017-12-05 12:32:37",13.75,14.06," "," ",13.78,14.75," "," "
"2017-12-05 13:32:41",13.62,14," "," ",13.72,14.62," "," "
"2017-12-05 14:32:44",13.68,14," "," ",13.78,14.75," "," "
"2017-12-05 15:10:00",13.62,14," "," ",13.78,14.81," "," "
"2017-12-05 16:10:05",13.62,14," "," ",13.72,14.68," "," "
"2017-12-05 17:10:07",13.37,13.93," "," ",13.72,14.68," "," "
"2017-12-05 18:10:11",13.06,13.56," "," ",13.41,14.37," "," "
"2017-12-05 19:10:15",12.37,13.31," "," ",13.03,14.18," "," "
"2017-12-05 19:53:08",12.75,13.37," "," ",13.16,14.18," "," "
"2017-12-05 19:54:08",12.75,13.37," "," ",13.16,14.18," "," "
"2017-12-05 20:27:26",13.25,13.75," "," ",13.47,14.37," "," "
"2017-12-05 20:28:25",13.25,13.75," "," ",13.47,14.37," "," "
"2017-12-05 21:28:29",13.56,14," "," ",13.66,14.56," "," "
"2017-12-05 22:28:33",13,13.75," "," ",13.41,14.37," "," "
"2017-12-05 23:28:36",13.25,13.81,10.25,10.25,13.41,14.37,11.63," "
"2017-12-06 00:28:39",13,13.75,10.25,10.18,13.41,14.37,11.63," "
"2017-12-06 01:28:43",13.5,13.87,10.18,10.18,13.53,14.37,11.63," "
"2017-12-06 02:28:46",13.75,14.06,10.18,10.18,13.72,14.62,11.63," "
"2017-12-06 03:28:50",13.81,14.06,10.25,10.18,13.78,14.68,11.63," "
"2017-12-06 04:28:54",13.81,14.12,10.18,10.18,13.78,14.68,11.63," "
"2017-12-06 05:28:57",13.87,14.12,10.25,10.18,13.85,14.75,11.63," "
"2017-12-06 06:29:01",13.81,14.12,10.18,10.18,13.78,14.62,11.63," "
"2017-12-06 07:29:05",13.87,14.18,10.25,10.18,13.85,14.75,11.63," "
"2017-12-06 08:29:08",13.87,14.12,10.25,10.25,13.85,14.75,11.63," "
"2017-12-06 09:29:12",13.87,14.12,10.25,10.25,13.78,14.68,11.63," "
"2017-12-06 10:29:15",13.87,14.18,10.25,10.25,13.91,14.81,11.63," "
"2017-12-06 11:29:18",13.87,14.18,10.25,10.25,13.85,14.68,11.63," "
"2017-12-06 12:08:22",13.87,14.12,10.25,10.25,13.85,14.68,11.63," "
"2017-12-06 13:08:25",13.93,14.18,10.25,10.25,13.91,14.75,11.63," "
"2017-12-06 14:08:29",13.87,14.18,10.31,10.31,13.91,14.81,11.63," "
"2017-12-06 15:08:33",13.87,14.12,10.31,10.31,13.85,14.75,11.63," "
"2017-12-06 16:08:36",13.93,14.18,10.31,10.31,13.91,14.81,11.63," "
"2017-12-06 17:08:39",13.68,14.12,10.31,10.31,13.85,14.75,11.76," "
"2017-12-06 18:08:43",13.56,14,10.87,10.31,13.66,14.5,12.88," "
"2017-12-06 18:17:56",13.56,14,10.37,10.31,13.72,14.5,12.88," "
"2017-12-06 18:18:56",13.56,14,10.37,10.31,13.72,14.5,12.88," "
"2017-12-06 19:19:00",13.68,14.06,10.18,10.31,13.72,14.43,12.76," "
"2017-12-06 19:48:15",13.93,14.18,10.25,10.31,13.85,14.62,12.51," "
"2017-12-06 20:48:19",13.93,14.37,10.25,10.37,14.03,14.81,11.57," "
"2017-12-06 21:11:40",13.68,14.18,10.25,10.31,13.78,14.68,11.51," "
"2017-12-06 22:11:44",13.75,14.31,10.06,10.18,13.91,14.81,11.45," "
"2017-12-06 23:11:47",14.25,14.5,10,10.06,14.16,15,11.32," "
"2017-12-07 00:11:51",14.25,14.62,9.93,10,14.28,15.18,11.26," "
"2017-12-07 01:11:54",14.37,14.56,9.87,9.93,14.28,15.12,11.2," "
"2017-12-07 02:11:57",14.18,14.37,9.81,9.87,14.1,14.87,11.13," "
"2017-12-07 02:19:42",14.18,14.37,9.81,9.81,14.03,14.87,11.13," "
"2017-12-07 03:19:45",14.06,14.31,9.81,9.81,13.97,14.75,11.07," "
"2017-12-07 04:19:49",14,14.18,9.75,9.75,13.91,14.68,11.07," "
"2017-12-07 05:19:53",13.93,14.18,9.68,9.68,13.85,14.62,11.07," "
"2017-12-07 06:19:56",13.93,14.18,9.75,9.68,13.85,14.68,11.01," "
"2017-12-07 07:20:00",13.93,14.18,9.68,9.68,13.91,14.75,11.01," "
"2017-12-07 07:46:07",13.87,14.12,9.68,9.62,13.85,14.68,11.01," "
"2017-12-07 08:46:11",13.81,14.12,9.62,9.62,13.78,14.62,10.95," "
"2017-12-07 09:46:15",13.81,14.12,9.62,9.62,13.85,14.68,10.95," "
"2017-12-07 09:50:13",13.81,14.06,9.62,9.62,13.78,14.62,10.95," "
"2017-12-07 10:50:17",13.81,14.12,9.62,9.62,13.78,14.68,10.95," "
"2017-12-07 11:50:19",13.81,14.12,9.62,9.56,13.85,14.75,10.95," "
"2017-12-07 12:24:34",13.87,14.12,9.62,9.56,13.91,14.81,10.95," "
"2017-12-07 13:24:37",13.81,14.12,9.62,9.56,13.78,14.62,10.95," "
"2017-12-07 14:24:41",13.81,14.12,9.56,9.56,13.85,14.75,10.95," "
"2017-12-07 15:24:44",13.75,14.06,9.62,9.56,13.85,14.75,10.88," "
"2017-12-07 16:24:48",13.75,14.06,9.62,9.56,13.78,14.68,10.88," "
"2017-12-07 17:24:52",13.56,14,9.56,10.12,13.72,14.68,10.88," "
"2017-12-07 18:24:56",12.37,13.06,9.56,9.37,12.91,13.87,10.88," "
"2017-12-07 19:24:58",12.62,13.31,9.56,9.37,12.97,13.93,10.88," "
"2017-12-07 20:09:16"," "," "," "," ",13.28,14.12," "," "
"2017-12-07 21:41:27",13.81,14.18,9.56,9.37,13.72,14.43,10.88," "
"2017-12-07 22:17:52"," "," ",9.56,9.37,13.6,14.43,10.82," "
"2017-12-07 22:49:36",13.06,13.68,9.56,9.43," "," ",10.88," "
"2017-12-07 22:52:21",13.12,13.68,9.56,9.43,13.35,14.18,10.88," "
"2017-12-07 23:52:25",13.37,13.81,9.56,9.5,13.41,14.18,10.88," "
"2017-12-08 00:52:29",13.87,14.12,9.56,9.43,13.72,14.5,10.88," "
"2017-12-08 01:52:33",13.87,14.12,9.56,9.5,13.72,14.5,10.88," "
"2017-12-08 02:52:37",13.93,14.12,9.56,9.5,13.78,14.62,10.88," "
"2017-12-08 03:52:40",13.87,14.12,9.56,9.56,13.78,14.68,10.88," "
"2017-12-08 04:52:44",13.87,14.12,9.56,9.5,13.72,14.62,10.88," "
"2017-12-08 05:52:47",13.87,14.12,9.56,9.5,13.78,14.68,10.88," "
"2017-12-08 06:52:51",13.81,14.12,9.56,9.5,13.78,14.68,10.88," "
"2017-12-08 07:52:54",13.81,14.12,9.56,9.5,13.72,14.68,10.88," "
"2017-12-08 08:34:36",13.81,14.06,9.5,9.5,13.72,14.62,10.88," "
"2017-12-08 09:34:39",13.87,14.12,9.5,9.5,13.78,14.75,10.88," "
"2017-12-08 10:34:43",13.87,14.12,9.5,9.5,13.78,14.68,10.88," "
"2017-12-08 11:34:46",13.81,14.12,9.5,9.56,13.78,14.68,10.88," "
"2017-12-08 12:34:50",13.81,14.12,9.56,9.5,13.78,14.68,10.88," "
"2017-12-08 13:34:53",13.81,14.12,9.5,9.5,13.78,14.68,10.88," "
"2017-12-08 15:35:02",13.87,14.12,9.5,9.5,13.78,14.68,10.88," "
"2017-12-08 16:35:04",13.81,14.12,9.5,9.5,13.78,14.62,10.88," "
"2017-12-08 17:11:16",13.62,14.06,9.5,9.5,13.72,14.62,10.88," "
"2017-12-08 17:13:16",13.43,14," "," ",13.66,14.62,10.88," "
"2017-12-08 17:22:44",13.37,13.87,9.56,9.56," "," "," "," "
"2017-12-08 17:28:26",13.31,13.87," "," ",13.43,14.56,10.88," "
"2017-12-08 17:29:10"," "," "," "," ",13.43,14.56," "," "
"2017-12-08 17:42:59",10,10,9.5,9.5,13.37,14.43,10.88," "
"2017-12-08 18:43:02",10,9.93,9.5,9.5,12.81,14.06,10.88," "
"2017-12-08 19:43:06",9.87,9.87,9.5,9.43,11.5,13,10.82," "
"2017-12-08 20:43:09",9.75,9.75,9.43,9.43,12.5,13.68,10.82," "
"2017-12-08 21:20:35",9.68,9.62," "," "," "," ",10.82," "
"2017-12-08 21:29:50",9.68,9.62,9.43,9.43,9.62,9.56,10.82," "
"2017-12-08 22:29:54",9.56,9.5,9.43,9.43,9.5,9.5,10.82," "
"2017-12-08 23:29:58",9.5,9.5,9.43,9.43,9.43,9.43,10.82," "
"2017-12-09 00:30:01",9.43,9.37,9.43,9.43,9.37,9.37,10.82," "
"2017-12-09 01:30:05",9.37,9.37,9.5,9.43,9.37,9.31,10.88," "
"2017-12-09 02:24:50",9.37,9.31,9.43,9.43,9.31,9.31,10.88," "
"2017-12-09 03:24:55",9.31,9.31,9.5,9.5,9.31,9.31,10.88," "
"2017-12-09 04:24:58",9.31,9.25,9.5,9.5,9.25,9.25,10.88," "
"2017-12-09 05:25:01",9.31,9.25,9.5,9.5,9.25,9.25,10.88," "
"2017-12-09 06:25:04",9.31,9.25,9.5,9.5,9.25,9.25,10.88," "
"2017-12-09 07:25:08",9.25,9.25,9.5,9.5,9.25,9.25,10.88," "
"2017-12-09 08:25:12",9.25,9.25,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 09:25:15",9.25,9.18,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 10:25:18",9.25,9.25,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 11:25:22",9.25,9.18,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 12:25:26",9.25,9.18,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 13:00:19",9.25,9.18,9.5,9.43,9.18,9.18,10.88," "
"2017-12-09 14:00:23",9.25,9.18,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 15:00:27",9.25,9.18,9.5,9.5,9.12,9.18,10.88," "
"2017-12-09 16:00:36",9.25,9.18,9.43,9.5,9.18,9.18,10.88," "
"2017-12-09 17:00:34",9.18,9.18,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 18:00:37",9.25,9.18,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 19:00:41",9.18,9.18,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 20:00:44",9.18,9.18,9.5,9.5,9.18,9.18,10.88," "
"2017-12-09 21:00:49",9.18,9.12,9.5,9.5,9.18,9.12,10.88," "
"2017-12-09 22:00:52",9.12,9.12,9.5,9.5,9.12,9.12,10.88," "
"2017-12-09 23:00:56",9,8.93,9.5,9.5,8.93,8.93,10.88," "
"2017-12-10 00:00:58",8.87,8.87,9.56,9.5,8.81,8.81,10.88," "
"2017-12-10 01:01:02",8.81,8.75,9.5,9.5,8.68,8.75,10.88," "
"2017-12-10 02:01:08",8.75,8.68,9.5,9.5,8.68,8.68,10.88," "
"2017-12-10 03:01:10",8.68,8.62,9.5,9.5,8.62,8.62,10.88," "
"2017-12-10 04:01:13",8.62,8.62,9.5,9.5,8.56,8.56,10.88," "
"2017-12-10 05:01:17",8.62,8.56,9.5,9.5,8.56,8.5,10.88," "
"2017-12-10 06:01:20",8.56,8.5,9.5,9.5,8.43,8.5,10.88," "
"2017-12-10 06:18:47",8.56,8.5,9.5,9.5,8.5,8.5,10.88," "
"2017-12-10 06:23:47",8.5,8.43,9.5,9.5,8.43,8.5,10.88," "
"2017-12-10 07:23:51",8.5,8.5,9.5,9.5,8.43,8.43,10.88," "
"2017-12-10 08:23:55",8.5,8.43,9.5,9.5,8.43,8.43,10.88," "
"2017-12-10 09:23:58",8.5,8.43,9.5,9.5,8.37,8.43,10.88," "
"2017-12-10 10:24:01",8.5,8.43,9.5,9.5,8.37,8.43,10.88," "
"2017-12-10 11:24:05",8.43,8.43,9.5,9.5,8.37,8.37,10.95," "
"2017-12-10 12:24:09",8.43,8.37,9.5,9.5,8.31,8.43,10.88," "
"2017-12-10 13:24:12",8.43,8.37,9.5,9.5,8.37,8.37,10.95," "
"2017-12-10 14:24:16",8.43,8.37,9.5,9.5,8.37,8.37,10.88," "
"2017-12-10 15:24:19",8.43,8.37,9.5,9.5,8.31,8.37,10.88," "
"2017-12-10 16:24:22",8.43,8.37,9.5,9.5,8.37,8.37,10.88," "
"2017-12-10 17:24:26",8.43,8.37,9.5,9.5,8.31,8.37,10.88," "
"2017-12-10 18:15:09",8.43,8.31,9.5,9.5,8.31,8.37,10.88," "
"2017-12-10 19:15:12",8.37,8.31,9.5,9.5,8.37,8.37,10.88," "
"2017-12-10 20:15:16",8.43,8.37,9.5,9.5,8.31,8.37,10.88," "
"2017-12-10 21:15:19",8.37,8.37,9.5,9.5,8.31,8.37,10.88," "
"2017-12-10 22:15:23",8.43,8.37,9.5,9.5,8.31,8.37,10.88," "
"2017-12-10 23:15:26",8.37,8.37,9.5,9.43,8.31,8.37,10.95," "
"2017-12-11 00:15:29",8.43,8.31,9.5,9.5,8.31,8.37,10.95," "
"2017-12-11 01:15:33",8.31,8.25,9.5,9.5,8.31,8.31,10.88," "
"2017-12-11 01:27:55",8.31,8.25,9.5,9.5,8.31,8.25,10.95," "
"2017-12-11 02:27:59",8.18,8.12,9.5,9.5,8.12,8.12,10.88," "
"2017-12-11 03:28:02",8.06,8,9.5,9.5,8,8,10.95," "
"2017-12-11 03:45:27",8.06,8,9.5,9.5,8.06,8,10.88," "
"2017-12-11 04:45:30",7.93,7.93,9.5,9.5,7.93,7.87,10.88," "
"2017-12-11 05:45:34",7.87,7.87,9.5,9.5,7.87,7.81,10.88," "
"2017-12-11 06:45:38",7.81,7.75,9.5,9.5,7.81,7.75,10.88," "
"2017-12-11 07:45:42",7.75,7.75,9.5,9.5,7.75,7.75,10.88," "
"2017-12-11 08:45:45",7.75,7.68,9.5,9.43,7.62,7.68,10.88," "
"2017-12-11 09:45:49",7.68,7.68,9.5,9.43,7.68,7.62,10.88," "
"2017-12-11 10:45:52",7.68,7.68,9.5,9.5,7.62,7.62,10.88," "
"2017-12-11 11:45:55",7.68,7.62,9.5,9.43,7.62,7.62,10.88," "
"2017-12-11 12:46:00",7.62,7.62,9.5,9.43,7.62,7.56,10.95," "
"2017-12-11 13:46:03",7.62,7.62,9.43,9.43,7.62,7.56,10.95," "
"2017-12-11 14:46:06",7.62,7.56,9.43,9.43,7.56,7.56,10.88," "
"2017-12-11 15:46:10",7.62,7.56,9.5,9.43,7.56,7.56,10.88," "
"2017-12-11 16:46:13",7.56,7.56,9.43,9.43,7.56,7.56,10.88," "
"2017-12-11 17:46:17",7.56,7.56,9.43,9.43,7.56,7.56,10.88," "
"2017-12-11 18:46:20",7.5,7.5,9.31,9.31,7.43,7.5,10.76," "
"2017-12-11 19:46:25",7.43,7.43,9.31,9.31,7.43,7.43,10.76," "
"2017-12-11 20:46:28",7.43,7.37,9.31,9.31,7.37,7.43,10.7," "
"2017-12-11 21:46:31",7.43,7.37,9.31,9.31,7.37,7.43,10.76," "
"2017-12-11 22:46:35",7.43,7.43,9.31,9.31,7.37,7.43,10.76," "
"2017-12-12 00:38:18",7.5,7.5,9.37,9.31,7.5,7.5,10.82,10.62
"2017-12-12 01:43:41",7.56,7.5,9.43,9.37,7.5,7.5,10.88,10.62
"2017-12-12 02:43:45",7.56,7.56,9.43,9.37,7.5,7.56,10.88,10.62
"2017-12-12 03:43:48",7.56,7.56,9.43,9.37,7.5,7.56,10.88,10.62
"2017-12-12 04:43:52",7.62,7.56,9.43,9.43,7.56,7.56,10.88,10.68
"2017-12-12 05:43:55",7.56,7.56,9.43,9.43,7.56,7.56,10.95,10.68
"2017-12-12 06:43:59",7.56,7.56,9.43,9.43,7.56,7.56,10.95,10.68
"2017-12-12 07:44:02",7.62,7.56,9.5,9.43,7.5,7.56,10.88,10.62
"2017-12-12 08:44:06",7.62,7.56,9.43,9.43,7.56,7.56,10.88,10.68
"2017-12-12 09:44:09",7.56,7.56,9.43,9.43,7.56,7.56,10.95,10.68
"2017-12-12 10:44:13",7.56,7.56,9.43,9.43,7.56,7.5,10.88,10.68
"2017-12-12 11:44:17",7.56,7.56,9.43,9.43,7.5,7.5,10.88,10.62
"2017-12-12 12:44:21",7.56,7.56,9.43,9.43,7.5,7.56,10.95,10.68
"2017-12-12 13:44:23",7.56,7.5,9.43,9.37,7.62,7.5,10.88,10.62
"2017-12-12 14:44:28",7.56,7.56,9.43,9.37,7.5,7.5,10.88,10.62
"2017-12-12 15:44:31",7.56,7.56,9.43,9.37,7.5,7.5,10.88,10.62
"2017-12-12 16:44:34",7.56,7.5,9.43,9.37,7.5,7.5,10.88,10.68
"2017-12-12 17:44:39",7.56,7.56,9.43,9.37,7.43,7.5,10.88,10.62
