"Plot Title: MudBay-2ndLaunch-1"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 20084916, SEN S/N: 20084916)","Coupler Attached (LGR S/N: 20084916)","Host Connected (LGR S/N: 20084916)","Stopped (LGR S/N: 20084916)","End Of File (LGR S/N: 20084916)"
1,02/09/18 04:00:00 PM,16.713,,,,
2,02/09/18 04:15:00 PM,16.713,,,,
3,02/09/18 04:30:00 PM,16.618,,,,
4,02/09/18 04:45:00 PM,16.618,,,,
5,02/09/18 05:00:00 PM,15.664,,,,
6,02/09/18 05:15:00 PM,15.855,,,,
7,02/09/18 05:30:00 PM,18.045,,,,
8,02/09/18 05:45:00 PM,10.357,,,,
9,02/09/18 06:00:00 PM,8.978,,,,
10,02/09/18 06:15:00 PM,8.879,,,,
11,02/09/18 06:30:00 PM,8.680,,,,
12,02/09/18 06:45:00 PM,8.581,,,,
13,02/09/18 07:00:00 PM,8.481,,,,
14,02/09/18 07:15:00 PM,8.382,,,,
15,02/09/18 07:30:00 PM,8.282,,,,
16,02/09/18 07:45:00 PM,8.182,,,,
17,02/09/18 08:00:00 PM,8.182,,,,
18,02/09/18 08:15:00 PM,8.082,,,,
19,02/09/18 08:30:00 PM,8.082,,,,
20,02/09/18 08:45:00 PM,7.983,,,,
21,02/09/18 09:00:00 PM,7.983,,,,
22,02/09/18 09:15:00 PM,7.882,,,,
23,02/09/18 09:30:00 PM,7.782,,,,
24,02/09/18 09:45:00 PM,7.682,,,,
25,02/09/18 10:00:00 PM,7.481,,,,
26,02/09/18 10:15:00 PM,7.381,,,,
27,02/09/18 10:30:00 PM,7.280,,,,
28,02/09/18 10:45:00 PM,8.481,,,,
29,02/09/18 11:00:00 PM,8.680,,,,
30,02/09/18 11:15:00 PM,8.680,,,,
31,02/09/18 11:30:00 PM,8.779,,,,
32,02/09/18 11:45:00 PM,8.779,,,,
33,02/10/18 12:00:00 AM,8.779,,,,
34,02/10/18 12:15:00 AM,8.779,,,,
35,02/10/18 12:30:00 AM,8.680,,,,
36,02/10/18 12:45:00 AM,8.779,,,,
37,02/10/18 01:00:00 AM,8.581,,,,
38,02/10/18 01:15:00 AM,8.680,,,,
39,02/10/18 01:30:00 AM,8.680,,,,
40,02/10/18 01:45:00 AM,8.680,,,,
41,02/10/18 02:00:00 AM,8.680,,,,
42,02/10/18 02:15:00 AM,8.680,,,,
43,02/10/18 02:30:00 AM,8.680,,,,
44,02/10/18 02:45:00 AM,8.481,,,,
45,02/10/18 03:00:00 AM,8.382,,,,
46,02/10/18 03:15:00 AM,8.382,,,,
47,02/10/18 03:30:00 AM,8.382,,,,
48,02/10/18 03:45:00 AM,8.382,,,,
49,02/10/18 04:00:00 AM,8.382,,,,
50,02/10/18 04:15:00 AM,8.382,,,,
51,02/10/18 04:30:00 AM,8.382,,,,
52,02/10/18 04:45:00 AM,8.382,,,,
53,02/10/18 05:00:00 AM,8.382,,,,
54,02/10/18 05:15:00 AM,8.282,,,,
55,02/10/18 05:30:00 AM,8.282,,,,
56,02/10/18 05:45:00 AM,8.282,,,,
57,02/10/18 06:00:00 AM,8.282,,,,
58,02/10/18 06:15:00 AM,8.282,,,,
59,02/10/18 06:30:00 AM,8.182,,,,
60,02/10/18 06:45:00 AM,8.182,,,,
61,02/10/18 07:00:00 AM,8.082,,,,
62,02/10/18 07:15:00 AM,8.082,,,,
63,02/10/18 07:30:00 AM,8.082,,,,
64,02/10/18 07:45:00 AM,7.782,,,,
65,02/10/18 08:00:00 AM,7.782,,,,
66,02/10/18 08:15:00 AM,7.782,,,,
67,02/10/18 08:30:00 AM,7.782,,,,
68,02/10/18 08:45:00 AM,7.882,,,,
69,02/10/18 09:00:00 AM,7.782,,,,
70,02/10/18 09:15:00 AM,7.882,,,,
71,02/10/18 09:30:00 AM,7.882,,,,
72,02/10/18 09:45:00 AM,7.983,,,,
73,02/10/18 10:00:00 AM,8.382,,,,
74,02/10/18 10:15:00 AM,8.382,,,,
75,02/10/18 10:30:00 AM,8.581,,,,
76,02/10/18 10:45:00 AM,8.481,,,,
77,02/10/18 11:00:00 AM,8.581,,,,
78,02/10/18 11:15:00 AM,8.581,,,,
79,02/10/18 11:30:00 AM,8.879,,,,
80,02/10/18 11:45:00 AM,8.978,,,,
81,02/10/18 12:00:00 PM,9.077,,,,
82,02/10/18 12:15:00 PM,9.077,,,,
83,02/10/18 12:30:00 PM,9.077,,,,
84,02/10/18 12:45:00 PM,9.176,,,,
85,02/10/18 01:00:00 PM,9.077,,,,
86,02/10/18 01:15:00 PM,9.077,,,,
87,02/10/18 01:30:00 PM,8.978,,,,
88,02/10/18 01:45:00 PM,9.176,,,,
89,02/10/18 02:00:00 PM,8.879,,,,
90,02/10/18 02:15:00 PM,8.581,,,,
91,02/10/18 02:30:00 PM,8.680,,,,
92,02/10/18 02:45:00 PM,8.680,,,,
93,02/10/18 03:00:00 PM,8.581,,,,
94,02/10/18 03:15:00 PM,8.481,,,,
95,02/10/18 03:30:00 PM,8.382,,,,
96,02/10/18 03:45:00 PM,8.282,,,,
97,02/10/18 04:00:00 PM,8.282,,,,
98,02/10/18 04:15:00 PM,8.082,,,,
99,02/10/18 04:30:00 PM,7.983,,,,
100,02/10/18 04:45:00 PM,7.983,,,,
101,02/10/18 05:00:00 PM,7.983,,,,
102,02/10/18 05:15:00 PM,7.983,,,,
103,02/10/18 05:30:00 PM,7.983,,,,
104,02/10/18 05:45:00 PM,8.082,,,,
105,02/10/18 06:00:00 PM,7.983,,,,
106,02/10/18 06:15:00 PM,7.882,,,,
107,02/10/18 06:30:00 PM,7.582,,,,
108,02/10/18 06:45:00 PM,7.381,,,,
109,02/10/18 07:00:00 PM,7.280,,,,
110,02/10/18 07:15:00 PM,7.079,,,,
111,02/10/18 07:30:00 PM,6.978,,,,
112,02/10/18 07:45:00 PM,6.877,,,,
113,02/10/18 08:00:00 PM,6.775,,,,
114,02/10/18 08:15:00 PM,6.573,,,,
115,02/10/18 08:30:00 PM,6.471,,,,
116,02/10/18 08:45:00 PM,6.370,,,,
117,02/10/18 09:00:00 PM,6.268,,,,
118,02/10/18 09:15:00 PM,6.166,,,,
119,02/10/18 09:30:00 PM,6.166,,,,
120,02/10/18 09:45:00 PM,6.064,,,,
121,02/10/18 10:00:00 PM,6.064,,,,
122,02/10/18 10:15:00 PM,6.064,,,,
123,02/10/18 10:30:00 PM,6.064,,,,
124,02/10/18 10:45:00 PM,6.064,,,,
125,02/10/18 11:00:00 PM,5.962,,,,
126,02/10/18 11:15:00 PM,5.962,,,,
127,02/10/18 11:30:00 PM,5.962,,,,
128,02/10/18 11:45:00 PM,7.682,,,,
129,02/11/18 12:00:00 AM,8.182,,,,
130,02/11/18 12:15:00 AM,8.382,,,,
131,02/11/18 12:30:00 AM,8.481,,,,
132,02/11/18 12:45:00 AM,8.581,,,,
133,02/11/18 01:00:00 AM,8.581,,,,
134,02/11/18 01:15:00 AM,8.581,,,,
135,02/11/18 01:30:00 AM,8.581,,,,
136,02/11/18 01:45:00 AM,8.680,,,,
137,02/11/18 02:00:00 AM,8.680,,,,
138,02/11/18 02:15:00 AM,8.680,,,,
139,02/11/18 02:30:00 AM,8.481,,,,
140,02/11/18 02:45:00 AM,8.680,,,,
141,02/11/18 03:00:00 AM,8.581,,,,
142,02/11/18 03:15:00 AM,8.680,,,,
143,02/11/18 03:30:00 AM,8.581,,,,
144,02/11/18 03:45:00 AM,8.481,,,,
145,02/11/18 04:00:00 AM,8.481,,,,
146,02/11/18 04:15:00 AM,8.481,,,,
147,02/11/18 04:30:00 AM,8.481,,,,
148,02/11/18 04:45:00 AM,8.382,,,,
149,02/11/18 05:00:00 AM,8.481,,,,
150,02/11/18 05:15:00 AM,8.382,,,,
151,02/11/18 05:30:00 AM,8.382,,,,
152,02/11/18 05:45:00 AM,8.382,,,,
153,02/11/18 06:00:00 AM,8.382,,,,
154,02/11/18 06:15:00 AM,8.382,,,,
155,02/11/18 06:30:00 AM,8.382,,,,
156,02/11/18 06:45:00 AM,8.382,,,,
157,02/11/18 07:00:00 AM,8.382,,,,
158,02/11/18 07:15:00 AM,8.382,,,,
159,02/11/18 07:30:00 AM,8.382,,,,
160,02/11/18 07:45:00 AM,8.382,,,,
161,02/11/18 08:00:00 AM,8.382,,,,
162,02/11/18 08:15:00 AM,8.382,,,,
163,02/11/18 08:30:00 AM,8.382,,,,
164,02/11/18 08:45:00 AM,8.382,,,,
165,02/11/18 09:00:00 AM,8.382,,,,
166,02/11/18 09:15:00 AM,8.481,,,,
167,02/11/18 09:30:00 AM,8.481,,,,
168,02/11/18 09:45:00 AM,8.481,,,,
169,02/11/18 10:00:00 AM,8.779,,,,
170,02/11/18 10:15:00 AM,8.978,,,,
171,02/11/18 10:30:00 AM,9.077,,,,
172,02/11/18 10:45:00 AM,8.978,,,,
173,02/11/18 11:00:00 AM,9.176,,,,
174,02/11/18 11:15:00 AM,8.879,,,,
175,02/11/18 11:30:00 AM,8.581,,,,
176,02/11/18 11:45:00 AM,9.176,,,,
177,02/11/18 12:00:00 PM,9.275,,,,
178,02/11/18 12:15:00 PM,8.382,,,,
179,02/11/18 12:30:00 PM,8.481,,,,
180,02/11/18 12:45:00 PM,8.282,,,,
181,02/11/18 01:00:00 PM,8.182,,,,
182,02/11/18 01:15:00 PM,8.282,,,,
183,02/11/18 01:30:00 PM,8.182,,,,
184,02/11/18 01:45:00 PM,8.182,,,,
185,02/11/18 02:00:00 PM,8.082,,,,
186,02/11/18 02:15:00 PM,8.082,,,,
187,02/11/18 02:30:00 PM,8.082,,,,
188,02/11/18 02:45:00 PM,8.082,,,,
189,02/11/18 03:00:00 PM,8.082,,,,
